balcony,Balcony Hotel,9.4,Superb,315 reviews,5 nights, 2 adults,€ 653,Tsilivi,https://www.booking.com/hotel/gr/balcony.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=9616302_352556821_0_1_0&highlighted_blocks=9616302_352556821_0_1_0&matching_block_id=9616302_352556821_0_1_0&sr_pri_blocks=9616302_352556821_0_1_0__65250&tpi_r=2&from=searchresults&map_fdco=1#hotelTmpl
tzante,"Tzante Hotel Zakynthos, Adults Only",8.6,Fabulous,536 reviews,5 nights, 2 adults,€ 926,Laganas,https://www.booking.com/hotel/gr/tzante.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=40042108_279604257_2_1_0&highlighted_blocks=40042108_279604257_2_1_0&matching_block_id=40042108_279604257_2_1_0&sr_pri_blocks=40042108_279604257_2_1_0__92550&tpi_r=2&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
koukounaria,Koukounaria Hotel & Suites,8.3,Very good,380 reviews,5 nights, 2 adults,€ 895,Alykes,https://www.booking.com/hotel/gr/koukounaria.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=4897215_88571108_2_1_0&highlighted_blocks=4897215_88571108_2_1_0&matching_block_id=4897215_88571108_2_1_0&sr_pri_blocks=4897215_88571108_2_1_0__89500&tpi_r=2&from=searchresults&map_fdco=1#hotelTmpl
marelen,Marelen Hotel Zakynthos,8.6,Fabulous,304 reviews,5 nights, 2 adults,"€ 1,028",Kalamaki,https://www.booking.com/hotel/gr/marelen.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=311660403_341992627_2_1_0&highlighted_blocks=311660403_341992627_2_1_0&matching_block_id=311660403_341992627_2_1_0&sr_pri_blocks=311660403_341992627_2_1_0__102750&tpi_r=2&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
arkadia-luxury-apartments,Arkadia Hotel,9.1,Superb,286 reviews,5 nights, 2 adults,€ 794,Kipseli,https://www.booking.com/hotel/gr/arkadia-luxury-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=1218211_337976895_0_41_0&highlighted_blocks=1218211_337976895_0_41_0&matching_block_id=1218211_337976895_0_41_0&sr_pri_blocks=1218211_337976895_0_41_0__79400&tpi_r=2&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
alykanas-beach,Alykanas Beach Grand Hotel by Zante Plaza,8.1,Very good,196 reviews,5 nights, 2 adults,"€ 1,131",Alikanas,https://www.booking.com/hotel/gr/alykanas-beach.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=637333001_250724587_2_85_0&highlighted_blocks=637333001_250724587_2_85_0&matching_block_id=637333001_250724587_2_85_0&sr_pri_blocks=637333001_250724587_2_85_0__113050&tpi_r=2&from=searchresults&map_fdco=1#hotelTmpl
belussi-beach,Belussi Beach Hotel & Suites,8.0,Very good,392 reviews,5 nights, 2 adults,€ 671,Kipseli,https://www.booking.com/hotel/gr/belussi-beach.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=30881001_364231529_2_1_0&highlighted_blocks=30881001_364231529_2_1_0&matching_block_id=30881001_364231529_2_1_0&sr_pri_blocks=30881001_364231529_2_1_0__67110&tpi_r=2&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
demargia-villa,Demargia Villa,9.6,Exceptional,37 reviews,5 nights, 2 adults,"€ 1,120",Áno Yerakaríon,https://www.booking.com/hotel/gr/demargia-villa.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=315929405_356431705_3_0_0&highlighted_blocks=315929405_356431705_3_0_0&matching_block_id=315929405_356431705_3_0_0&sr_pri_blocks=315929405_356431705_3_0_0__112000&tpi_r=2&from=searchresults&map_fdco=1#hotelTmpl
thalia-studios,Mirsini Studios & Apartments,8.6,Fabulous,179 reviews,5 nights, 2 adults,€ 607,Laganas,https://www.booking.com/hotel/gr/thalia-studios.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=31761605_88569795_0_2_0&highlighted_blocks=31761605_88569795_0_2_0&matching_block_id=31761605_88569795_0_2_0&sr_pri_blocks=31761605_88569795_0_2_0__60720&tpi_r=2&from=searchresults&map_fdco=1#hotelTmpl
vanessa,Vanessa Hotel,8.4,Very good,483 reviews,5 nights, 2 adults,€ 480,Kalamaki,https://www.booking.com/hotel/gr/vanessa.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=30077301_344403733_2_2_0&highlighted_blocks=30077301_344403733_2_2_0&matching_block_id=30077301_344403733_2_2_0&sr_pri_blocks=30077301_344403733_2_2_0__48000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
lesante-blu-exclusive-beach-resort,"Lesante Blu, a member of The Leading Hotels of the World - Adults Only",9.3,Superb,407 reviews,5 nights, 2 adults,"€ 2,966",Tragaki,https://www.booking.com/hotel/gr/lesante-blu-exclusive-beach-resort.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=186877301_92111742_2_33_0&highlighted_blocks=186877301_92111742_2_33_0&matching_block_id=186877301_92111742_2_33_0&sr_pri_blocks=186877301_92111742_2_33_0__296610&tpi_r=2&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
alamis-apartments,Alamis Apartments,8.7,Fabulous,255 reviews,5 nights, 2 adults,€ 607,Tsilivi,https://www.booking.com/hotel/gr/alamis-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=201676511_344099355_2_1_0&highlighted_blocks=201676511_344099355_2_1_0&matching_block_id=201676511_344099355_2_1_0&sr_pri_blocks=201676511_344099355_2_1_0__60692&tpi_r=2&from=searchresults&map_fdco=1#hotelTmpl
xenos-kamara-beach,Xenos Kamara Beach,8.8,Fabulous,267 reviews,5 nights, 2 adults,€ 703,Argasi,https://www.booking.com/hotel/gr/xenos-kamara-beach.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=32523306_88568827_2_2_0&highlighted_blocks=32523306_88568827_2_2_0&matching_block_id=32523306_88568827_2_2_0&sr_pri_blocks=32523306_88568827_2_2_0__70250&tpi_r=2&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
alegria-villas,Alegria Villas Complex,9.6,Exceptional,186 reviews,5 nights, 2 adults,"€ 2,259",Vasilikos,https://www.booking.com/hotel/gr/alegria-villas.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=30350105_89767059_4_0_0&highlighted_blocks=30350105_89767059_4_0_0&matching_block_id=30350105_89767059_4_0_0&sr_pri_blocks=30350105_89767059_4_0_0__225875&tpi_r=2&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
villa-contessa,Villa Contessa,9.6,Exceptional,184 reviews,5 nights, 2 adults,€ 453,Vasilikos,https://www.booking.com/hotel/gr/villa-contessa.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771223&all_sr_blocks=1627801_363185138_0_0_0&highlighted_blocks=1627801_363185138_0_0_0&matching_block_id=1627801_363185138_0_0_0&sr_pri_blocks=1627801_363185138_0_0_0__45250&tpi_r=2&from=searchresults&map_fdco=1#hotelTmpl
villa-la-isla-with-private-pool,Villa La Isla with Private Pool,9.8,Exceptional,14 reviews,5 nights, 2 adults,"€ 2,250",Mouzákion,https://www.booking.com/hotel/gr/villa-la-isla-with-private-pool.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQuIAgGoAgO4Aunvjp4GwAIB0gIkNWE0NWYxMTEtODAzMS00OTZmLTg4MzAtZWYzNjM1ZDZlOWFh2AIG4AIB&sid=b8ea07e999a05e717bd0890acdbef409&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1663&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=2c843b6af7ec0029&srepoch=1673771259&all_sr_blocks=731180101_326130441_6_0_0&highlighted_blocks=731180101_326130441_6_0_0&matching_block_id=731180101_326130441_6_0_0&sr_pri_blocks=731180101_326130441_6_0_0__225000&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
